phi,omega,alpha,beta,persistence,resid_var,n_obs_fit,data_start,data_end,fit_date
0.343710229720025,0.00544807365683737,0.0136437780063133,0.983148134462014,0.996791912468328,1.67868863143327,62056,2016-12-01 14:30:00,2025-12-31 23:55:00,2026-06-14 21:44:01
